"","First","Last","Gender","Team","Meet","EventNo","Distance","Course","Stroke","PrelimPlace","FinalPlace","SeedTime","PrelimTime","FinalTime","LogSeedTime","LogPrelimTime","LogFinalTime"
"192","Ryan","Coetzee","M","TENN","2018 SEC","12","50","Y","Free","16","15",19.73,19.96,19.94,2.98214032003452,2.99373027088332,2.99272776453369
"193","Bettina","Boszormenyi","F","FLOR","2018 SEC","21","200","Y","Free","40",NA,110.98,109.58,NA,4.70935000489775,4.69665487611027,NA
"194","Bettina","Boszormenyi","F","FLOR","2018 SEC","7","500","Y","Free","31",NA,292.32,288.7,NA,5.6778490926297,5.66538808666889,NA
"195","Taylor","Ault","F","FLOR","2018 SEC","21","200","Y","Free","27",NA,108.23,108.24,NA,4.68425859230705,4.68435098386253,NA
"196","Taylor","Ault","F","FLOR","2018 SEC","7","500","Y","Free","4","5",284,282.64,281.64,5.64897423816121,5.64417400305089,5.64062965965093
"197","Megan","Sichterman","F","TENN","2018 SEC","11","50","Y","Free","23","24",23.09,22.76,23.24,3.1393996233664,3.12500460925813,3.14587493198371
"198","McKenna","DeBever","F","TA&M","2018 SEC","21","200","Y","Free","8","6",106.99,105.98,106.36,4.67273537215052,4.66325039706462,4.66682956637482
"199","Nikol","Popov","F","TENN","2018 SEC","11","50","Y","Free","58",NA,24.02,23.98,NA,3.17888681665184,3.17722014959937,NA
"202","Bailey","Scott","F","BAMA","2018 SEC","11","50","Y","Free","4","3",22.36,22.07,21.96,3.1072736482869,3.09421922026864,3.08922261664133
"203","Peter","Wetzlar","M","UKY","2018 SEC","12","50","Y","Free","14","12",19.98,19.94,19.79,2.99473177322041,2.99272776453369,2.98517675961447
"204","Peter","Wetzlar","M","UKY","2018 SEC","22","200","Y","Free","18","22",98.97,96.23,96.45,4.5948167739086,4.56674115936831,4.56902473935174
"205","Robert","Howard","M","BAMA","2018 SEC","12","50","Y","Free","2","3",19.11,19.23,19.14,2.95021175825218,2.95647155960069,2.95178038602481
"206","Bailey","Scott","F","BAMA","2018 SEC","36","100","Y","Free","8","6",48.95,48.79,48.41,3.89079936897652,3.88752537382775,3.8797064039516
"207","Robert","Howard","M","BAMA","2018 SEC","37","100","Y","Free","4","5",41.99,42.64,42.58,3.7374314946961,3.75279277985759,3.75138465946533
"208","Lydia","Jackson","F","BAMA","2018 SEC","21","200","Y","Free","29",NA,108.62,108.34,NA,4.6878555526067,4.68527443022975,NA
"209","Sophie","Halper","F","VU","2018 SEC","21","200","Y","Free","63",NA,115.94,117.38,NA,4.75307281591159,4.76541653513019,NA
"210","Sophie","Halper","F","VU","2018 SEC","7","500","Y","Free","55",NA,299.64,302.15,NA,5.70258175407968,5.71092358280757,NA
"211","Flora","Molnar","F","BAMA","2018 SEC","11","50","Y","Free","9","10",22.31,22.29,22.48,3.10503500844444,3.10413814739778,3.11262602502549
"212","Peyton","Palsha","F","UARK","2018 SEC","7","500","Y","Free","6","8",285.02,283.05,283.69,5.65255935324507,5.64562356048267,5.64788209269162
"213","Flora","Molnar","F","BAMA","2018 SEC","36","100","Y","Free","13","11",48.53,49.01,48.9,3.88218216341712,3.89202435892146,3.88977739648083
"214","Temarie","Tomley","F","BAMA","2018 SEC","36","100","Y","Free","16","14",49.38,49.17,49.11,3.89954548391703,3.89528368142385,3.89406268005115
"215","Lewis","Clough","M","LSU","2018 SEC","22","200","Y","Free","16","16",98.82,96.11,96.47,4.5933000134176,4.56549336883519,4.56923207918246
"216","Lewis","Clough","M","LSU","2018 SEC","37","100","Y","Free","22","19",45.25,44.15,44.22,3.81220267014594,3.78759292704997,3.7891771754293
"217","Jessica","Merritt","F","AUB","2018 SEC","21","200","Y","Free","29",NA,107.84,108.34,NA,4.680648647164,4.68527443022975,NA
"218","Jessica","Merritt","F","AUB","2018 SEC","36","100","Y","Free","30",NA,50.26,50.07,NA,3.91720953211545,3.91342202634185,NA
"219","Enzo","Martinez Scarpe","M","FLOR","2018 SEC","37","100","Y","Free","21","22",44.53,44.13,44.29,3.79616311933361,3.78713982328146,3.79075891793511
"220","Stephanie","Peters","F","UGA","2018 SEC","21","200","Y","Free","17","19",106.35,107.17,106.9,4.66673554164625,4.67441635872491,4.671893818031
"221","Youssef","Said","M","UGA","2018 SEC","12","50","Y","Free","46",NA,21.11,20.77,NA,3.04974686186023,3.03350963788802,NA
"222","Alexis","Souther","F","BAMA","2018 SEC","11","50","Y","Free","51",NA,23.54,23.59,NA,3.15870110183213,3.16082289341958,NA
"223","Kyle","Decoursey","M","TENN","2018 SEC","22","200","Y","Free","21","17",95.01,96.49,95.41,4.55398214921866,4.56943937603229,4.55818339476375
"224","Kyle","Decoursey","M","TENN","2018 SEC","37","100","Y","Free","5","8",42.3,42.72,43.09,3.74478708605223,3.75466719465194,3.76329095162775
"225","Kenedy","Thaman","F","UARK","2018 SEC","11","50","Y","Free","53",NA,23.49,23.65,NA,3.15657479867082,3.16336311493794,NA
"226","Julie","Meynen","F","AUB","2018 SEC","11","50","Y","Free","20","18",22.55,22.72,22.53,3.11573506594869,3.12324559385295,3.11484775444415
"227","Namilla","Sanchez","F","VU","2018 SEC","7","500","Y","Free","53",NA,298.76,300.06,NA,5.69964057548887,5.70398245465887,NA
"228","Jackson","Gunning","M","UKY","2018 SEC","8","500","Y","Free","35",NA,268.84,266.6,NA,5.59411640710177,5.58574940774461,NA
"229","Allen","Ross","M","SCAR","2018 SEC","37","100","Y","Free","40",NA,45.5,44.8,NA,3.8177123259569,3.80220813942094,NA
"230","Meredith","Vay","F","SCAR","2018 SEC","11","50","Y","Free","36",NA,23.44,23.14,NA,3.15444396470881,3.14156272176553,NA
"231","Alexander","BeMiller","M","UGA","2018 SEC","12","50","Y","Free","38",NA,20.24,20.32,NA,3.00766084441926,3.01160562271028,NA
"232","Ann","Ochitwa","F","UMIZ","2018 SEC","11","50","Y","Free","15","9",22.23,22.6,22.42,3.10144272797611,3.11794990627824,3.10995341764401
"233","Kevin","Liu","M","SCAR","2018 SEC","12","50","Y","Free","51",NA,21.47,21.22,NA,3.06665661189069,3.05494413318584,NA
"234","Jarod","Kehl","M","UKY","2018 SEC","22","200","Y","Free","47",NA,101.32,100.83,NA,4.61828382513347,4.61343593040512,NA
"235","Courtney","Evensen","F","UMIZ","2018 SEC","7","500","Y","Free","16","13",282.62,285.12,283.6,5.6441032391546,5.65291014428244,5.64756479465797
"236","William","Arthur","M","LSU","2018 SEC","12","50","Y","Free","48",NA,20.89,20.82,NA,3.03927057556847,3.03591406318682,NA
"237","Haley","Hynes","F","UMIZ","2018 SEC","11","50","Y","Free","27",NA,22.76,22.89,NA,3.12500460925813,3.13070013396448,NA
"238","William","Arthur","M","LSU","2018 SEC","37","100","Y","Free","35",NA,45.95,44.67,NA,3.8275538488017,3.79930213536403,NA
"239","Russell","Noletto","M","AUB","2018 SEC","8","500","Y","Free","27",NA,268.24,263.51,NA,5.59188210215797,5.57409131792545,NA
"240","Paige","Matherson","F","BAMA","2018 SEC","7","500","Y","Free","46",NA,293.63,294.74,NA,5.68232047135687,5.68609361178512,NA
"241","Madeline","Banic","F","TENN","2018 SEC","11","50","Y","Free","5","4",22.77,22.08,22.07,3.12544388007565,3.09467222140889,3.09421922026864
"242","Lauren","Denham","F","UKY","2018 SEC","21","200","Y","Free","53",NA,112.09,111.14,NA,4.719302120033,4.71079066785178,NA
"243","Lauren","Denham","F","UKY","2018 SEC","7","500","Y","Free","38",NA,290.63,292.01,NA,5.6720509804947,5.67678804825722,NA
"244","Bayley","Main","M","FLOR","2018 SEC","22","200","Y","Free","31",NA,97.77,97.83,NA,4.58261778151758,4.58323127846934,NA
"245","Steven","Richardson","M","TA&M","2018 SEC","37","100","Y","Free","25",NA,45.11,44.3,NA,3.8091039514203,3.79098467705109,NA
"246","Patrick","McCrillis","M","SCAR","2018 SEC","22","200","Y","Free","38",NA,101.27,98.73,NA,4.61779021734419,4.59238885162336,NA
"247","Patrick","McCrillis","M","SCAR","2018 SEC","37","100","Y","Free","36",NA,44.84,44.69,NA,3.80310059820396,3.79974976294536,NA
"248","Alex","Galyer","F","UKY","2018 SEC","21","200","Y","Free","16","13",105.98,107.04,106.48,4.66325039706462,4.67320259637992,4.66795717408686
"249","Connor","Long","M","TA&M","2018 SEC","37","100","Y","Free","31",NA,44.15,44.58,NA,3.78759292704997,3.79728532795772,NA
"250","Alex","Galyer","F","UKY","2018 SEC","7","500","Y","Free","21","17",281.27,286.34,283.98,5.63931506210147,5.65717991593218,5.64890381314621
"251","Sam","Coffman","M","UMIZ","2018 SEC","22","200","Y","Free","10","10",94.98,94.77,94.88,4.55366634312098,4.5514529034821,4.55261293524942
"252","Sam","Coffman","M","UMIZ","2018 SEC","37","100","Y","Free","20","17",43.64,44.06,43.7,3.77597416096487,3.7855523413742,3.77734810210154
"253","Jordan","Stout","F","UGA","2018 SEC","7","500","Y","Free","12","16",285.47,284.59,286.79,5.65413694476579,5.651049548004,5.65875024061409
"254","Brandonn","Almeida","M","SCAR","2018 SEC","8","500","Y","Free","9","9",268.72,257.55,256.21,5.59366994530404,5.55121387601159,5.54599742070715
"255","Mitchell","Upchurch","M","AUB","2018 SEC","22","200","Y","Free","34",NA,96.99,98.13,NA,4.57460788040545,4.5862931302184,NA
"256","Zoe","Thatcher","F","AUB","2018 SEC","7","500","Y","Free","26",NA,285.27,287.18,NA,5.65343610021946,5.66010919686623,NA
"257","Mitchell","Upchurch","M","AUB","2018 SEC","8","500","Y","Free","44",NA,273.76,272.45,NA,5.61225181014388,5.60745511102911,NA
"258","Blake","Manganiello","M","FLOR","2018 SEC","8","500","Y","Free","8","7",261.25,257.38,261.46,5.56547780327902,5.55055359206552,5.56628130813371
"259","Jane","Macdougall","F","LSU","2018 SEC","21","200","Y","Free","36",NA,110.32,109.21,NA,4.70338523348505,4.69327263420964,NA
"260","Jane","Macdougall","F","LSU","2018 SEC","7","500","Y","Free","39",NA,297.84,292.2,NA,5.69655642956446,5.6774384993166,NA
"261","Christian","Arseneau","M","BAMA","2018 SEC","22","200","Y","Free","41",NA,97.32,99.22,NA,4.57800451791532,4.5973396068729,NA
"262","Taylor","Worrell","F","SCAR","2018 SEC","21","200","Y","Free","22","24",109.64,107.83,109.01,4.69720227143458,4.68055591289398,4.69143962114027
"263","Mikel","Schreuders","M","UMIZ","2018 SEC","37","100","Y","Free","6","7",42.86,42.83,43.03,3.75793899004543,3.75723879162728,3.76189754685051
"264","Taylor","Worrell","F","SCAR","2018 SEC","7","500","Y","Free","33",NA,294.1,289.46,NA,5.68391984555995,5.66801711820946,NA
"265","Namilla","Sanchez","F","VU","2018 SEC","36","100","Y","Free","58",NA,53.47,52.76,NA,3.97912074896064,3.96575332784911,NA
"266","Carrie","Johnson","F","TENN","2018 SEC","11","50","Y","Free","32",NA,23.11,22.96,NA,3.14026542428629,3.13375357145137,NA
"267","Veroinca","Burchill","F","UGA","2018 SEC","11","50","Y","Free","7","8",22.21,22.22,22.33,3.10054263790634,3.10099278421148,3.10593106585207
"268","Hannah","Gerlock","F","SCAR","2018 SEC","36","100","Y","Free","53",NA,52.83,51.95,NA,3.96707921117622,3.95028171754524,NA
"269","Julia","Kukla","F","BAMA","2018 SEC","21","200","Y","Free","34",NA,109.14,108.69,NA,4.69263146175809,4.6884997935751,NA
"270","Georgia","Marris","F","FLOR","2018 SEC","7","500","Y","Free","32",NA,298.56,288.88,NA,5.69897091765898,5.6660113769692,NA
"271","Timothy","Raab","M","TENN","2018 SEC","37","100","Y","Free","37",NA,44.89,44.71,NA,3.80421505279384,3.80019719024589,NA
"272","Meredith","Vay","F","SCAR","2018 SEC","36","100","Y","Free","34",NA,50.81,50.22,NA,3.92809318560564,3.91641335372944,NA
"273","Alyssa","Tetzloff","F","AUB","2018 SEC","11","50","Y","Free","2","2",22.08,21.83,21.94,3.09467222140889,3.08328517056185,3.08831145484708
"274","Nicholas","Smith","M","UKY","2018 SEC","8","500","Y","Free","45",NA,273.12,272.86,NA,5.60991125904613,5.60895884313473,NA
"275","Alyssa","Tetzloff","F","AUB","2018 SEC","36","100","Y","Free","3","3",48.01,48.09,47.96,3.87140932254285,3.87307425528957,3.87036733015931
"276","Zane","Waddell","M","BAMA","2018 SEC","12","50","Y","Free","3","4",19.67,19.47,19.43,2.97909463240097,2.96887481938411,2.96681826338935
"277","Grant","Reed","M","UMIZ","2018 SEC","8","500","Y","Free","28",NA,265.85,263.66,NA,5.58293223995035,5.57466039432982,NA
"278","Erin","Falconer","F","AUB","2018 SEC","21","200","Y","Free","5","8",107.89,105.53,107.08,4.68111218956325,4.658995272683,4.67357621865215
"279","Taylor","Abbott","M","TENN","2018 SEC","8","500","Y","Free","14","16",261.63,259.8,263.63,5.566931291907,5.5599121042365,5.57454660495384
"280","Alexandra","Cleveland","F","TENN","2018 SEC","11","50","Y","Free","18","21",23.04,22.69,22.71,3.13723183582769,3.12192429879175,3.12280535611747
"281","Tessa","Cieplucha","F","TENN","2018 SEC","7","500","Y","Free","28",NA,280.43,287.8,NA,5.63632413945168,5.66226579445327,NA
"282","Samantha","Porter","F","UMIZ","2018 SEC","21","200","Y","Free","15","15",107.06,106.87,106.71,4.67338942496524,4.67161314253681,4.67011487462847
"283","Samantha","Porter","F","UMIZ","2018 SEC","36","100","Y","Free","18","21",49.43,49.24,49.22,3.90055752731887,3.89670630131625,3.89630004496291
"284","Santiago","Grassi","M","AUB","2018 SEC","37","100","Y","Free","15","14",44.31,43.93,43.97,3.7912103852114,3.78259745798769,3.78350758319272
"285","Justin","Morey","M","TA&M","2018 SEC","12","50","Y","Free","26",NA,20.34,20.1,NA,3.01258939062041,3.00071981506503,NA
"286","Kristin","Malone","F","TA&M","2018 SEC","21","200","Y","Free","10","16",107.02,106.06,107.69,4.67301573288316,4.66400497170898,4.67925672934079
"287","Justin","Morey","M","TA&M","2018 SEC","37","100","Y","Free","43",NA,45.01,44.92,NA,3.80688468730484,3.80488312987024,NA
"288","Erika","Brown","F","TENN","2018 SEC","36","100","Y","Free","1","1",47.54,47.36,47.17,3.86157146193205,3.85777799057575,3.85375809729617
"289","Meryn","McCann","F","UGA","2018 SEC","21","200","Y","Free","26",NA,107.62,108.23,NA,4.67860650406127,4.68425859230705,NA
"290","Lydia","Jackson","F","BAMA","2018 SEC","36","100","Y","Free","42",NA,52.37,50.62,NA,3.9583339082914,3.92434675511698,NA
"291","Meryn","McCann","F","UGA","2018 SEC","7","500","Y","Free","5","4",281.74,282.85,280.5,5.64098465983216,5.64491672178916,5.63657372496275
"292","Alexandra","Nelson","F","UKY","2018 SEC","21","200","Y","Free","49",NA,111.6,110.77,NA,4.71492104994721,4.70745597952884,NA
"293","Joy","Field","F","TA&M","2018 SEC","7","500","Y","Free","19","22",294.32,285.78,286.37,5.68466761079652,5.65522228404082,5.65728468099662
"294","Meaghan","Raab","F","UGA","2018 SEC","21","200","Y","Free","6","2",103.85,105.73,104.15,4.64294755032212,4.66088867474444,4.64583216770698
"295","Johanna","Goldblatt","F","VU","2018 SEC","11","50","Y","Free","35",NA,23.48,23.13,NA,3.1561489949599,3.14113047624335,NA
"296","Liam","McCloskey","M","AUB","2018 SEC","37","100","Y","Free","11","12",43.46,43.42,43.39,3.77184097482828,3.77092016445015,3.77022899981026
"297","Alec","Connolly","M","TENN","2018 SEC","12","50","Y","Free","10","9",19.75,19.84,19.48,2.98315349134713,2.98770010185673,2.96938829821439
"298","Johanna","Goldblatt","F","VU","2018 SEC","36","100","Y","Free","52",NA,51.51,51.78,NA,3.94177596357749,3.94700397432339,NA
"299","Christina","Lappin","F","SCAR","2018 SEC","36","100","Y","Free","21","23",49.85,49.33,49.44,3.90901849640785,3.89853241524565,3.90075981314944
"300","Joshua","Lenzmeier","M","BAMA","2018 SEC","12","50","Y","Free","53",NA,22.63,21.81,NA,3.11927645964545,3.08236858021354,NA
"301","Haylee","Knight","F","LSU","2018 SEC","11","50","Y","Free","16","15",22.65,22.64,22.72,3.12015985192904,3.11971825333498,3.12324559385295
"302","Madeline","Hunt","F","VU","2018 SEC","11","50","Y","Free","46",NA,23.77,23.33,NA,3.1684242813721,3.14974008603334,NA
"303","Luis","Martinez","M","AUB","2018 SEC","12","50","Y","Free","16","20",20.1,19.96,19.9,3.00071981506503,2.99373027088332,2.99071973173045
"304","Jordy","Groters","M","UMIZ","2018 SEC","12","50","Y","Free","44",NA,20.37,20.67,NA,3.01406323023871,3.02868337369368,NA
"305","Adam","Koster","M","TA&M","2018 SEC","12","50","Y","Free","4","5",19.84,19.48,19.45,2.98770010185673,2.96938829821439,2.96784707006446
"306","Hannah","Gerlock","F","SCAR","2018 SEC","11","50","Y","Free","52",NA,24.37,23.63,NA,3.19335286763712,3.16251709119882,NA
"307","Lara","Hernandez-Tome","F","VU","2018 SEC","7","500","Y","Free","52",NA,295.89,299.29,NA,5.68998776363401,5.70141300300747,NA
"308","Joseph","Young","M","BAMA","2018 SEC","12","50","Y","Free","22","19",19.91,20.03,19.88,2.9912221180761,2.99723114967773,2.98971420122843
"309","Ahmed","Mahmoud","M","SCAR","2018 SEC","8","500","Y","Free","1","2",259.23,254.12,251.47,5.55771569852142,5.53780659639833,5.52732369813062
"310","Caeleb","Dressel","M","FLOR","2018 SEC","37","100","Y","Free","1","1",43.36,41.5,41.01,3.76953735713139,3.72569342723665,3.71381593940397
"311","Khader","Baqlah","M","FLOR","2018 SEC","37","100","Y","Free","7","6",43.45,42.86,42.74,3.7716108517114,3.75793899004543,3.755135249891
"312","Khader","Baqlah","M","FLOR","2018 SEC","8","500","Y","Free","6","3",256.87,257.07,254.48,5.54857012034086,5.54934842134914,5.53922224744089
"313","Caleb","Hicks","M","UMIZ","2018 SEC","12","50","Y","Free","35",NA,20.15,20.19,NA,3.00320428839269,3.00518743232475,NA
"314","Michael","Reilman","M","TENN","2018 SEC","22","200","Y","Free","7","5",94.27,94.47,94.18,4.54616300540806,4.54828232378104,4.54520784481541
"315","Grant","Reed","M","UMIZ","2018 SEC","22","200","Y","Free","14","14",97.12,95.91,95.99,4.57594732731119,4.56341025173986,4.56424401937545
"316","Abigail","Wilder","F","AUB","2018 SEC","7","500","Y","Free","50",NA,299.57,297.67,NA,5.70234811311802,5.69598549035398,NA
"317","Bragamoekti","Verhage","M","TENN","2018 SEC","12","50","Y","Free","11","13",19.81,19.89,19.82,2.98618686071046,2.99021709286588,2.98669152890184
"318","Lucas","Kaliszak","M","BAMA","2018 SEC","12","50","Y","Free","25",NA,19.97,20.04,NA,2.99423114742772,2.99773027621666,NA
"319","Lindsay","Morrow","F","BAMA","2018 SEC","11","50","Y","Free","11","11",22.42,22.45,22.52,3.10995341764401,3.11129061418826,3.11440380327149
"320","Sherridon","Dressel","F","FLOR","2018 SEC","11","50","Y","Free","25",NA,22.77,22.83,NA,3.12544388007565,3.1280754605417,NA
"321","Giovanny","Lima","M","UMIZ","2018 SEC","22","200","Y","Free","6","8",94.88,94.42,94.75,4.55261293524942,4.54775291511814,4.55124184396254
"322","Alexandra","Cleveland","F","TENN","2018 SEC","36","100","Y","Free","28",NA,50.26,50,NA,3.91720953211545,3.91202300542815,NA
"323","Bryan","Lee","M","AUB","2018 SEC","8","500","Y","Free","32",NA,267.29,265.33,NA,5.58833421129654,5.58097433428329,NA
"325","Hank","Siefert","M","UKY","2018 SEC","8","500","Y","Free","24","17",269.33,262.4,258.2,5.59593739353878,5.56987005706993,5.55373447841254
"326","Madison","Eaker","F","VU","2018 SEC","21","200","Y","Free","58",NA,113.43,112.26,NA,4.73118590657095,4.72081760951405,NA
"327","Ben","Lawless","M","FLOR","2018 SEC","22","200","Y","Free","28",NA,98.52,97.36,NA,4.59025957325234,4.57841544867927,NA
"328","Ben","Lawless","M","FLOR","2018 SEC","8","500","Y","Free","4","4",258.66,256.06,257.35,5.5555144579871,5.54541179201803,5.55043702609876
"329","Erin","Kelly","F","UARK","2018 SEC","11","50","Y","Free","44",NA,23.37,23.32,NA,3.15145314855077,3.14931136148229,NA
"330","Amelia","Maughan","F","FLOR","2018 SEC","36","100","Y","Free","20","18",49.71,49.27,48.96,3.90620612010658,3.89731537655587,3.89100363820407
"331","Lydia","Jackson","F","BAMA","2018 SEC","7","500","Y","Free","30",NA,291.56,288.57,NA,5.67524581651401,5.66493769083263,NA
"332","Aaron","Apel","M","UGA","2018 SEC","8","500","Y","Free","22","23",260.77,261.63,262.15,5.56363879276112,5.566931291907,5.56891685901854
"333","Brian","McGroarty","M","LSU","2018 SEC","8","500","Y","Free","45",NA,284.1,272.86,NA,5.64932628886014,5.60895884313473,NA
"334","Liam","McCloskey","M","AUB","2018 SEC","12","50","Y","Free","20","18",20.09,20.02,19.82,3.00022217882684,2.99673177388707,2.98669152890184
"335","Paige","Kelly","F","UKY","2018 SEC","7","500","Y","Free","24","23",286.06,286.65,288.62,5.65620157902675,5.65826195935439,5.66511094400793
"336","Samuel","Rice","M","TENN","2018 SEC","8","500","Y","Free","30",NA,267.75,264.89,NA,5.59005370932786,5.5793146454711,NA
